sample_id,method,user_id,period_start,period_type,diversity,normalized_diversity,temporal_coverage,temporal_breadth,context_precision,faithfulness_report,answer_relevancy_report,report_tokens_used,report_generation_time,generated_text
24_week_2025-05-26,mmr_rag,24,2025-05-26,week,,,,,,0.4146341463414634,5,6931,7.4483537673950195,"{""title"":""Weekly Report 26.05 – 01.06.2025"",""summary"":""This week was centered on building momentum in two important areas: starting a project management certification path and establishing a strength training routine. In both goals, the clearest theme was turning intention into structure — mapping out plans, tracking work, and showing up consistently enough to make the routines feel real. "",""goals"":[{""goal_id"":55,""name"":""Earn a project management certification"",""summary"":""The week began with a clear setup phase: the exam domains were mapped out, a study calendar was created, and the official outline was reviewed to identify weaker sections. From there, the work became more active and specific — watching an introductory lesson, taking notes in personal words, doing practice questions, making flashcards, and reviewing process groups and formulas. Small wins stood out in the shift toward a more workable routine: studying before work or in quieter settings, using shorter focused blocks, and getting better results on timed questions and review sessions.""},{""goal_id"":56,""name"":""Build a strength training routine"",""summary"":""The lifting routine was built through repeated, practical sessions rather than intensity alone. The entries show careful attention to form, logging every set, learning the main lifts, and adjusting effort based on energy, which helped the routine become more stable and less intimidating. Notable progress came from small but meaningful signs of confidence: smoother deadlifts and squats, better bracing and technique, and a growing sense that the gym habit is becoming a normal part of the week.""}],""tone"":{""word"":""Focused"",""scale"":6,""description"":""The week shows clear direction and purposeful effort, with repeated examples of planning, tracking, and refining both study and training habits. There were a few uneven moments, but the overall pattern is sustained concentration and concrete follow-through.""},""what_worked"":[{""title"":""Short, focused study blocks"",""description"":""Breaking study into smaller chunks helped maintain attention and made it easier to keep going without feeling drained.""},{""title"":""Active recall and practice questions"",""description"":""Working from memory, reviewing wrong answers, and writing explanations in her own words made the certification material stick more effectively.""},{""title"":""Quiet or low-distraction environments"",""description"":""Studying in a quiet café, library, or other calm setting made concentration easier and often led to more material covered.""},{""title"":""Tracking lifts and notes"",""description"":""Logging every set and keeping a fresh notebook page made the strength routine feel concrete and helped reinforce consistency.""}]}"
24_week_2024-12-30,mmr_rag,24,2024-12-30,week,,,,,,0.23076923076923078,3,4584,4.295217990875244,"{""title"":""Weekly Report 30.12.2024 – 05.01.2025"",""summary"":""This week centered on building a strength training routine with a strong emphasis on showing up consistently, logging lifts, and getting more comfortable in the gym. The overall impression is steady progress: the habit feels more real, technique is becoming more intentional, and confidence is growing through repeated practice."",""goals"":[{""goal_id"":56,""name"":""Build a strength training routine"",""summary"":""You started the week by committing to your strength plan with clear intent: writing down main lifts, keeping weights light, and focusing on form over ego. Across the week, you tracked every set, kept sessions going even when energy, stress, or scheduling made things harder, and protected the habit with shorter or later workouts when needed. Small wins stood out in the way you became less intimidated by free weights, felt more confident with bench, squats, and deadlifts, and started to see the routine as a normal part of your week.""}],""tone"":{""word"":""Focused"",""scale"":5,""description"":""The week shows clear purpose and repeated follow-through, especially around logging lifts, refining technique, and staying committed to planned sessions. There is strong concentration on the training process, even when energy or circumstances were not ideal.""},""what_worked"":[{""title"":""Tracking every set"",""description"":""Writing down reps and weights in your notes app kept the program concrete and helped you notice small improvements over time.""},{""title"":""Focusing on form first"",""description"":""Keeping the weights light and treating lifts like practice helped build confidence, especially on bench press and squat technique.""},{""title"":""Flexible session timing"",""description"":""Making room for shorter or later workouts helped preserve momentum when your usual training time was disrupted.""},{""title"":""Warm-up and patience"",""description"":""Taking extra time to warm up and not rush the barbell work made the sessions feel smoother and more manageable.""}]}"
24_week_2025-06-23,mmr_rag,24,2025-06-23,week,,,,,,0.5,5,6924,4.602106809616089,"{""title"":""Weekly Report 23.06 – 29.06 2025"",""summary"":""This week was about turning two big intentions into practical routines: building a clear study system for the certification and establishing a repeatable strength training pattern. The overall impression is steady and constructive — there were early signs of structure, self-awareness, and consistency taking shape in both goals. "",""goals"":[{""goal_id"":55,""name"":""Earn a project management certification"",""summary"":""Concrete progress centered on getting oriented and building a workable study system: you mapped exam domains, created a simple study calendar, read the official outline, and began making flashcards and summary sheets. You also used more active methods like practice questions, scenario review, and a timed quiz, which helped pinpoint weak areas and turn confusion into a clearer plan. Small wins that stand out are keeping a one-hour study block, studying before work or errands, and finishing the month with more consistency and confidence than at the start.""},{""goal_id"":56,""name"":""Build a strength training routine"",""summary"":""You turned training into a real routine by showing up for multiple sessions, logging every set, and keeping the focus on form, pacing, and consistency. A few encouraging details stand out: you stayed patient with the squat rack, completed planned sets on deadlifts and rows, and noticed that tracking weights is already revealing small improvements. The strongest sign of progress is that the workouts are starting to feel concrete and repeatable, not just something to squeeze in.""}],""tone"":{""word"":""Steady"",""scale"":4,""description"":""The week shows consistent effort and a clear move toward structure in both goals. It is not yet effortless or highly accelerated, but the entries show reliable follow-through, small gains, and growing confidence.""},""what_worked"":[{""title"":""Early, focused study blocks"",""description"":""Studying before work, before errands, or in a quiet café helped improve concentration and made it easier to stay on task.""},{""title"":""Active recall and practice questions"",""description"":""Flashcards, practice sets, and timed quizzes worked because they exposed weak spots clearly and made the material feel more manageable.""},{""title"":""Tracking every lift"",""description"":""Writing down sets, reps, and weights after each workout kept the strength routine concrete and helped you notice progress over time.""},{""title"":""Keeping sessions simple"",""description"":""Sticking to the main lifts, slowing down on technique, and treating lighter or shorter workouts as valid helped protect consistency.""}]}"
24_week_2025-04-21,mmr_rag,24,2025-04-21,week,,,,,,0.6052631578947368,3,3364,3.950134515762329,"{""title"":""Weekly Report 21.04 – 27.04"",""summary"":""This week focused on building a workable study routine for the project management certification and turning the goal from an idea into a concrete plan. The main pattern was hands-on learning: outlining exam domains, using practice questions, making flashcards and summary sheets, and adjusting methods based on what felt effective. Overall, the week showed a shift toward more structure, better self-awareness, and growing confidence."",""goals"":[{""goal_id"":55,""name"":""Earn a project management certification"",""summary"":""She made strong progress in setting up a study system, including mapping exam domains, creating a study calendar, and reading the official outline to identify weaker areas. She also began using active methods like introductory lessons, practice questions, flashcards, and summary sheets, which helped her turn abstract material into something more manageable. Small wins stood out in keeping planned study appointments, finishing sessions before dinner or before errands, and noticing which environments and formats helped her concentrate better.""}],""tone"":{""word"":""Focused"",""scale"":5,""description"":""The week feels focused because she repeatedly returned to the same goal with structure and intention. Even when the material was challenging, she kept refining her approach through planning, review, and practice.""},""what_worked"":[{""title"":""Study planning"",""description"":""Mapping out exam domains and building a study calendar gave the certification goal a clear structure to follow.""},{""title"":""Practice and review"",""description"":""Practice questions, flashcards, and detailed answer explanations helped her see exactly where to focus and made the material stick better.""},{""title"":""Focused environments"",""description"":""Studying in a quiet café and setting aside an hour before dinner helped her concentrate and follow through.""},{""title"":""Starting small"",""description"":""Short, consistent sessions before errands, in the morning, or before bed kept momentum going without needing perfect conditions.""}]}"
24_week_2025-06-16,mmr_rag,24,2025-06-16,week,,,,,,0.5652173913043478,5,6893,3.9146318435668945,"{""title"":""Weekly Report 16.06 – 22.06, 2025"",""summary"":""This week was centered on building momentum in two demanding goals: getting a certification study system in place and establishing a strength routine that feels repeatable. The overall pattern is steady progress through structure — more planning, more consistency, and a growing sense of confidence as both goals became more concrete."",""goals"":[{""goal_id"":55,""name"":""Earn a project management certification"",""summary"":""A clear study structure took shape this week: the exam domains were mapped out, a simple schedule was created, and several focused review methods were tried. Concrete wins included reading the official outline, building flashcards and summary sheets, using timers and shorter study blocks, and reviewing incorrect answers to turn mistakes into direction. The strongest signal of progress was that studying started to feel organized and repeatable rather than vague or overwhelming.""},{""goal_id"":56,""name"":""Build a strength training routine"",""summary"":""The routine became more established through consistent sessions, tracking, and a stronger sense of how to train well in real life. Concrete wins included writing down main lifts, logging every set, keeping sessions going even when energy or timing was off, and noticing technique improvements in lifts like squats, deadlifts, and bench press. By the end of the week, the gym habit felt more real and more stable, with better confidence around the barbell.""}],""tone"":{""word"":""Steady"",""scale"":5,""description"":""The week shows regular follow-through, practical adjustments, and a clear focus on consistency. Progress is visible in both planning and execution, even though the work is still challenging.""},""what_worked"":[{""title"":""Short, focused study blocks"",""description"":""Breaking study into smaller chunks helped maintain attention and made it easier to finish more than expected without feeling drained.""},{""title"":""Active recall and error review"",""description"":""Switching from passive reading to answering questions, then rewriting missed items in her own words, made the material clearer and more usable.""},{""title"":""Structured tracking"",""description"":""Using study plans, flashcards, summary sheets, and a weak-area tracker turned anxiety into a concrete system.""},{""title"":""Logging every lift"",""description"":""Writing down sets and weights immediately helped keep training focused, accountable, and easier to build on next time.""}]}"
24_week_2025-07-07,mmr_rag,24,2025-07-07,week,,,,,,0.32558139534883723,5,6868,4.090747356414795,"{""title"":""Weekly Report 07.07 – 13.07"",""summary"":""This week was about getting both goals into a workable rhythm: mapping the certification path and turning lifting into a repeatable routine. Across the week, the strongest pattern was consistency through structure — study plans, flashcards, focused review blocks, tracked workouts, and careful note-taking all helped create momentum."",""goals"":[{""goal_id"":55,""name"":""Earn a project management certification"",""summary"":""A clear study structure was built early, including mapping the exam domains, creating a simple calendar, and identifying weak areas with the official outline and practice questions. Several methods stood out as effective: active recall, timed quizzes, flashcards, summary sheets, and reviewing incorrect answers in detail. Even when attention or energy dipped, the work kept moving forward through shorter sessions, which helped turn the goal from abstract to concrete.""},{""goal_id"":56,""name"":""Build a strength training routine"",""summary"":""The training plan became more concrete through written main lifts, careful logging of sets, and a clearer sense of pacing across the week. Small wins included showing up after tired or busy days, staying patient with technique, and noticing progress in squat form, deadlifts, and overall confidence with the barbell. The routine is beginning to feel real because the focus stayed on consistency, form, and repeatable effort rather than perfection.""}],""tone"":{""word"":""Focused"",""scale"":6,""description"":""The week shows clear direction and deliberate effort on both goals. Planning, tracking, and repeated practice created a steady sense of purpose, even when the work felt challenging.""},""what_worked"":[{""title"":""Study structure"",""description"":""Mapping exam domains, making a calendar, and using weak-area trackers turned the certification goal into a clear plan.""},{""title"":""Active recall and flashcards"",""description"":""Pulling answers from memory and revisiting flashcards helped key facts start sticking more reliably.""},{""title"":""Short, deliberate study blocks"",""description"":""Breaking study into manageable chunks kept focus higher and made it easier to keep the habit going.""},{""title"":""Workout logging"",""description"":""Writing down lifts and sets made the strength program feel concrete and helped track small improvements.""}]}"
24_week_2025-06-30,mmr_rag,24,2025-06-30,week,,,,,,0.5098039215686274,4,6916,4.380807399749756,"{""title"":""Weekly Report 30.06.2025 – 06.07.2025"",""summary"":""This week was about establishing momentum in both goals: laying the groundwork for project management certification study and getting strength training off to a practical, repeatable start. The overall impression is one of steady, real progress — you built structure, tested your methods, and began turning intentions into routines."",""goals"":[{""goal_id"":55,""name"":""Earn a project management certification"",""summary"":""You began the certification goal by mapping out exam domains, making a study calendar, and reading the official outline to clarify what needs attention. Across the week, you also tried several concrete study methods — introductory lessons, flashcards, practice questions, review sheets, and timed work — which helped you identify weak spots and see what improves focus. Small wins stood out in the consistency of keeping study appointments, studying before work or in quiet spaces, and ending with a clearer sense of plan and direction.""},{""goal_id"":56,""name"":""Build a strength training routine"",""summary"":""You started the lifting routine by writing down your main lifts, keeping weights light, and prioritizing form and logging. Over the week, you completed a range of sessions, tracked every set, and adjusted to real-life conditions like fatigue, late meetings, and crowded gyms without dropping the habit. A few especially meaningful wins were feeling more comfortable with free weights, noticing technique improvements, and seeing the routine begin to feel normal and sustainable.""}],""tone"":{""word"":""Steady"",""scale"":4,""description"":""The week shows consistent effort and clear structure, with several small but meaningful adjustments that made both goals more workable. Progress is visible, but the entries emphasize building rhythm and finding what works rather than moving at high speed.""},""what_worked"":[{""title"":""Study calendar and domain map"",""description"":""Having a simple plan made the certification goal feel concrete and gave you a clear path to follow from the start.""},{""title"":""Short, focused study blocks"",""description"":""Using timers, quieter settings, and shorter sessions helped you stay sharper and finish more than expected without feeling drained.""},{""title"":""Flashcards and active recall"",""description"":""Revisiting weak terms and pulling answers from memory made the material stick better than passive rereading.""},{""title"":""Logging every lift"",""description"":""Writing down each set and keeping a lift notebook made the strength routine feel real, trackable, and easier to improve.""}]}"
24_week_2025-07-14,mmr_rag,24,2025-07-14,week,,,,,,0.5681818181818182,4,6916,5.804901838302612,"{""title"":""Weekly Report 14.07 – 20.07"",""summary"":""This week was about building real momentum in both goals: the certification study became more structured, and the strength routine started to feel more settled. Across the week, the most consistent theme was turning effort into systems — study calendars, flashcards, summaries, lift logs, and clearer workout pacing."",""goals"":[{""goal_id"":55,""name"":""Earn a project management certification"",""summary"":""You laid an important foundation for this certification by mapping the exam domains, reading the official outline, and setting up a simple study calendar. Small but meaningful wins showed up in your routine: you kept study appointments, used flashcards during spare moments, and began to see which methods help most, like active recall, short focused blocks, and review of missed questions. The week also brought concrete progress in understanding difficult material, including process groups, calculations, and scenario questions, which made the goal feel more manageable and less abstract.""},{""goal_id"":56,""name"":""Build a strength training routine"",""summary"":""You built consistency through repeated gym sessions, tracked your lifts, and stayed focused on form and pacing rather than lifting heavy too soon. Several small wins stood out: you kept training even when time was tight, logged every set, and noticed growing comfort with the squat rack, free weights, and full-body sessions. By the end of the week, the routine felt more real and repeatable, with better awareness of how to train steadily without burning out.""}],""tone"":{""word"":""Focused"",""scale"":5,""description"":""The week was organized around clear effort in two areas, with lots of concrete planning, tracking, and adjustment. There was some fatigue and friction in the entries, but the overall pattern is purposeful and solution-oriented rather than scattered.""},""what_worked"":[{""title"":""Study structure"",""description"":""Mapping exam domains, making a calendar, and using summary sheets helped turn a big certification goal into a clearer plan.""},{""title"":""Active recall and flashcards"",""description"":""Pulling answers from memory and reviewing flashcards repeatedly made the material feel more concrete and helped facts start sticking.""},{""title"":""Short, focused study blocks"",""description"":""Breaking study into smaller chunks made it easier to stay sharp and finish more than expected without feeling drained.""},{""title"":""Logging workouts"",""description"":""Writing down every set and lift made the strength program feel concrete and helped track small improvements over time.""}]}"
24_week_2025-07-21,mmr_rag,24,2025-07-21,week,,,,,,0.35714285714285715,4,6954,4.746199369430542,"{""title"":""Weekly Report 21.07 – 27.07 2025"",""summary"":""This week was about turning both goals into something more concrete and repeatable. For the certification, the focus shifted from getting started to building structure, practice, and a clearer sense of weak areas; for strength training, the routine felt more real through consistent logging, technique work, and steady gym attendance. Overall, the week shows a practical kind of momentum: more planning, more follow-through, and more confidence in what helps."",""goals"":[{""goal_id"":55,""name"":""Earn a project management certification"",""summary"":""A strong amount of study structure was built this week: the exam domains were mapped out, a study calendar was created, and weak areas were highlighted for later review. There was also a lot of active learning through introductory lessons, flashcards, scenario questions, timed quizzes, and practice tests, which made the material feel more manageable and specific. Small wins stood out in the repeated review of missed answers, clearer understanding of difficult concepts, and the growing consistency of studying in different settings and time blocks.""},{""goal_id"":56,""name"":""Build a strength training routine"",""summary"":""The training routine became more established through regular sessions, careful logging, and attention to form. Main lifts such as squats, deadlifts, bench press, rows, and overhead press were all practiced with a clear focus on technique, pacing, and consistency rather than perfection. Small but important wins included staying patient with the squat rack, learning to adjust effort based on energy, and noticing growing comfort with free weights and the structure of the program.""}],""tone"":{""word"":""Focused"",""scale"":5,""description"":""The week was centered on deliberate, useful effort: planning study time, reviewing weak topics, and training with more attention to form and logging. There is clear direction and follow-through, even though the work still feels challenging at times.""},""what_worked"":[{""title"":""Study structure"",""description"":""Mapping out exam domains, making a calendar, and using a weak-area tracker gave the certification goal a clear shape and made the work feel less overwhelming.""},{""title"":""Active recall and practice questions"",""description"":""Switching from passive reading to flashcards, quizzes, and scenario questions helped the material stick and made gaps easier to identify.""},{""title"":""Short, focused study blocks"",""description"":""Using an hour before dinner, morning study, and shorter review sessions helped maintain concentration better than forcing longer unfocused blocks.""},{""title"":""Training logs"",""description"":""Writing down sets, reps, and weights made progress visible and kept the lifting routine organized and accountable.""}]}"
24_week_2025-07-28,mmr_rag,24,2025-07-28,week,,,,,,0.48214285714285715,5,6936,5.263481616973877,"{""title"":""Weekly Report 28.07.2025 – 03.08.2025"",""summary"":""This week was about building momentum through structure and repetition. The strongest theme across the entries was moving from exploration into a more grounded routine: for certification study, that meant clearer methods, better focus, and a growing sense of direction; for strength training, it meant consistent lifting, careful logging, and more confidence with the main movements."",""goals"":[{""goal_id"":55,""name"":""Earn a project management certification"",""summary"":""You made concrete progress by mapping out exam domains, setting up a study calendar, and turning weak spots into a more focused plan. Across the week, you used multiple methods that supported retention — flashcards, active recall, practice questions, timed quizzes, summary sheets, and review of incorrect answers — which shows a more intentional way of studying. Small wins like sticking to an hour before dinner, studying before work, and noticing better pacing and clearer understanding all point to a routine that is becoming more effective and sustainable.""},{""goal_id"":56,""name"":""Build a strength training routine"",""summary"":""You kept showing up for lifting and built consistency through a lot of practical repetition: tracking every set, writing down lifts in a notebook, and keeping sessions going even when energy was low or time was tight. Several entries show technique and confidence improving, especially on squats, deadlifts, and bench press, along with a better sense of pacing and warm-ups. The routine is clearly becoming more real and more stable, with the habit itself now feeling like a normal part of the week.""}],""tone"":{""word"":""Focused"",""scale"":5,""description"":""The week shows clear intention and a growing ability to work with structure. There was steady follow-through in both goals, and the entries repeatedly emphasize deliberate methods, concentration, and confidence building.""},""what_worked"":[{""title"":""Flashcards and active recall"",""description"":""Revisiting material through flashcards, active recall, and short reviews helped the exam content start to stick more reliably.""},{""title"":""Short, focused study blocks"",""description"":""Using timers, shorter sessions, and early study windows made it easier to stay sharp and keep moving without getting overwhelmed.""},{""title"":""Practice review with error tracking"",""description"":""Writing down why answers were right or wrong and grouping missed questions by topic turned mistakes into a clear study plan.""},{""title"":""Logging every lift"",""description"":""Writing down each set and keeping a lift notebook made the strength routine feel concrete and helped track small improvements.""}]}"
24_week_2025-08-04,mmr_rag,24,2025-08-04,week,,,,,,0.6296296296296297,5,6894,5.0618109703063965,"{""title"":""Weekly Report 04.08 – 10.08 2025"",""summary"":""This week was centered on building momentum in both goals: laying the foundation for the certification with planning, active studying, and early practice work, while also keeping the strength routine steady through several logged sessions. The overall pattern was one of growing structure and self-awareness, with small adjustments helping both goals feel more manageable and more real."",""goals"":[{""goal_id"":55,""name"":""Earn a project management certification"",""summary"":""Concrete progress came from mapping out the exam domains, creating a study calendar, and moving from passive reading into practice questions, flashcards, timed quizzes, and summary sheets. Several small wins stand out: keeping a planned study hour, studying before work or in the morning, and using review of mistakes to turn uncertainty into a clearer plan. The work showed a shift from simply starting to studying more strategically, with better focus when sessions were shorter, quieter, or more structured.""},{""goal_id"":56,""name"":""Build a strength training routine"",""summary"":""You kept showing up consistently with logged workouts across the week, including upper-body, leg, deadlift, squat, and full-body sessions. Small wins came from writing down lifts, staying patient with technique, and noticing improvements in form, confidence, and recovery. The routine is becoming more settled and repeatable, with the habit itself now feeling like a real part of the week.""}],""tone"":{""word"":""Focused"",""scale"":5,""description"":""The week had a clear sense of direction: both goals were approached with planning, tracking, and regular follow-through. Even when focus varied, the entries show purposeful adjustments and a steady return to structure.""},""what_worked"":[{""title"":""Short, structured study blocks"",""description"":""Breaking study into manageable chunks helped you stay sharper and finish more than expected without feeling drained.""},{""title"":""Reviewing mistakes in detail"",""description"":""Writing down why answers were right or wrong made the certification material clearer and turned setbacks into useful guidance.""},{""title"":""Quiet, focused environments"",""description"":""Studying in places like a quiet café or using headphones in a busy space helped concentration improve when attention was fragile.""},{""title"":""Logging lifts immediately"",""description"":""Recording sets and weights right away kept the training sessions organized and made small improvements easier to notice.""}]}"
24_week_2025-08-25,mmr_rag,24,2025-08-25,week,,,,,,0.5306122448979592,5,6952,4.808655023574829,"{""title"":""Weekly Report 25.08 – 31.08"",""summary"":""This week was centered on turning both goals into repeatable routines: for certification study, the focus shifted from getting started to building structure, identifying weak spots, and using more targeted methods; for strength training, the emphasis was on consistency, tracking, and steady execution. Overall, the week shows solid momentum, with small wins coming from staying organized, adapting study methods, and keeping workouts going even when energy or circumstances varied."",""goals"":[{""goal_id"":55,""name"":""Earn a project management certification"",""summary"":""A lot of concrete groundwork was laid this week: the exam domains were mapped out, a study calendar was created, and weak areas were repeatedly identified through outlines, practice sets, quizzes, and review sheets. The small wins stand out in the habits taking shape — keeping a one-hour study block, using flashcards during lunch and downtime, studying in different environments, and moving from passive reading to active recall and timed practice. By the end of the week, the study process looked more strategic and less abstract, with clearer priorities and better awareness of what still needs work.""},{""goal_id"":56,""name"":""Build a strength training routine"",""summary"":""The routine became more solid through repeated sessions, careful logging, and a stronger focus on form and pacing. Small but meaningful progress showed up in better squat bracing, smoother deadlifts, more confidence with free weights, and the habit of tracking every set in a notebook or notes app. The week also showed growing maturity in training decisions, such as shortening sessions when needed, warming up longer, and treating consistency as the main goal.""}],""tone"":{""word"":""Focused"",""scale"":6,""description"":""The week was clearly directed toward building structure and following through on specific plans. Across both goals, there was consistent attention to details, adjustment of methods, and a steady push to stay engaged.""},""what_worked"":[{""title"":""Targeted study blocks"",""description"":""Shorter, deliberate study sessions helped maintain focus and made the material feel more manageable than longer, less concentrated attempts.""},{""title"":""Flashcards and active recall"",""description"":""Using flashcards, rewriting missed questions, and pulling answers from memory made the exam content start to stick more reliably.""},{""title"":""Quiet or structured environments"",""description"":""Studying in places like a quiet café or before the day got busy helped concentration and made it easier to get through more material.""},{""title"":""Consistent lift logging"",""description"":""Writing down every set and weight kept training concrete and helped turn the routine into something trackable and repeatable.""}]}"
24_week_2025-08-11,mmr_rag,24,2025-08-11,week,,,,,,0.6829268292682927,5,6898,6.607561111450195,"{""title"":""Weekly Report 11.08 – 17.08"",""summary"":""This week was centered on building a real study structure for the certification and establishing a reliable strength training rhythm. Across both goals, the most noticeable shift was from simply starting to repeating useful habits: planning, tracking, reviewing, and adjusting based on what each session showed."",""goals"":[{""goal_id"":55,""name"":""Earn a project management certification"",""summary"":""You laid a strong foundation by mapping out the exam domains, creating a study calendar, and setting up tools like flashcards, summary sheets, and a weak-area tracker. Several concrete practices stood out: studying in shorter focused blocks, reviewing missed questions in detail, and using active recall, all of which helped turn uncertainty into a clearer plan. By the end of the week, the work felt more organized and grounded, with better timing, stronger focus in some sessions, and a growing sense of what methods actually work for you.""},{""goal_id"":56,""name"":""Build a strength training routine"",""summary"":""You built consistency through repeated workouts, careful logging, and steady attention to technique. Small wins stood out in the details: keeping the habit alive even on tired or busy days, feeling more comfortable with free weights, and noticing improvements in bracing, squat form, and deadlift smoothness. The routine is becoming more settled and practical, and your notes show increasing confidence in training with patience and repeatable effort.""}],""tone"":{""word"":""Focused"",""scale"":5,""description"":""The week shows clear direction and deliberate follow-through. You repeatedly used planning, tracking, and adjustment to make both goals more workable, which gives the week a centered, task-oriented feel.""},""what_worked"":[{""title"":""Study structure tools"",""description"":""Mapping exam domains, using a calendar, making flashcards, and keeping a weak-area tracker made the certification goal feel concrete and easier to return to.""},{""title"":""Short focused study blocks"",""description"":""Breaking study into smaller chunks helped maintain attention and made it easier to keep going without feeling drained.""},{""title"":""Reviewing mistakes carefully"",""description"":""Writing out why answers were right or wrong turned practice questions into clearer lessons and helped the material stick.""},{""title"":""Consistent workout logging"",""description"":""Writing down lifts and reps after each session kept training organized and made progress easier to see.""}]}"
24_week_2025-08-18,mmr_rag,24,2025-08-18,week,,,,,,0.3673469387755102,5,6896,4.618593454360962,"{""title"":""Weekly Report 18.08 – 24.08.2025"",""summary"":""This week was centered on building two new routines with clear structure: starting a certification plan and establishing consistent strength training. The overall pattern is one of early momentum, practical tracking, and a growing sense of confidence from showing up and refining the approach."",""goals"":[{""goal_id"":55,""name"":""Earn a project management certification"",""summary"":""A clear study system was built from the start: the exam domains were mapped out, a study calendar was created, and the official outline was reviewed to identify weaker areas. The week also included several concrete learning methods — introductory lessons, flashcards, practice questions, timed quizzes, and summary sheets — which helped turn the goal into a workable routine. Small wins included keeping a one-hour study appointment, studying before work, and noticing improvement in the timed quiz and in understanding difficult topics more clearly.""},{""goal_id"":56,""name"":""Build a strength training routine"",""summary"":""The lifting routine was established through simple, repeatable actions: writing down main lifts, logging every set, and keeping the focus on form and consistency. Training sessions included upper-body, leg, deadlift, squat, and full-body work, with several notes showing better technique, steadier pacing, and more confidence around the free weights. A standout win was that the routine started to feel real and sustainable, supported by tracking and a willingness to adjust when energy or conditions changed.""}],""tone"":{""word"":""Focused"",""scale"":6,""description"":""The week fits Focused because both goals were approached with structure and intention, not just effort. The entries show deliberate planning, careful tracking, and repeated adjustments to stay effective.""},""what_worked"":[{""title"":""Study structure and review tools"",""description"":""Mapping exam domains, using flashcards, and making summary sheets helped make a large topic feel more organized and manageable.""},{""title"":""Short, protected study blocks"",""description"":""Keeping a one-hour appointment and using focused morning sessions helped maintain momentum and concentration.""},{""title"":""Logging every workout"",""description"":""Writing down lifts and sets made the strength routine concrete and kept progress visible from session to session.""},{""title"":""Technique-first lifting"",""description"":""Staying light, focusing on form, and treating bench press and squats like practice built confidence and better execution.""}]}"
24_week_2025-09-01,mmr_rag,24,2025-09-01,week,,,,,,0.49056603773584906,5,6927,4.655767440795898,"{""title"":""Weekly Report 01.09 – 07.09 2025"",""summary"":""This week centered on turning intention into structure in both goals: the certification work became more strategic and focused, while the strength routine felt more deliberate and grounded. Across both areas, there was a clear shift toward using systems that support consistency, like schedules, trackers, summaries, and shorter focused blocks."",""goals"":[{""goal_id"":55,""name"":""Earn a project management certification"",""summary"":""You moved from orientation into a more organized study approach by mapping exam domains, building a study calendar, and adjusting the plan to prioritize higher-value topics. You also used active methods throughout the week — practice questions, flashcards, timed quizzes, chapter reviews, and a final cheat sheet — which helped make the material feel clearer and more manageable. Small wins stood out in moments of breakthrough, like getting a difficult chapter to click, improving pacing on a timed practice, and realizing you know more than your anxiety suggests.""},{""goal_id"":56,""name"":""Build a strength training routine"",""summary"":""You kept strengthening the routine by showing up consistently, tracking lifts carefully, and paying closer attention to form, recovery, and pacing. The week included a short focused workout, a solid squat day, a strong deadlift session, and a better bench press than expected, all of which showed growing confidence under the bar. A clear pattern emerged around making the gym work in real life: quieter gym times, deliberate warm-ups, and not rushing the session helped you train more effectively.""}],""tone"":{""word"":""Focused"",""scale"":6,""description"":""The week feels Focused because both goals were shaped by deliberate planning and active follow-through. You repeatedly narrowed the scope, chose specific methods, and used that structure to stay effective even when energy or confidence dipped.""},""what_worked"":[{""title"":""Short, deliberate study blocks"",""description"":""Breaking study into smaller chunks helped you stay effective and avoid mental fatigue, especially when attention was limited.""},{""title"":""Active recall and self-checking"",""description"":""Flashcards, practice questions, and rewriting explanations in your own words made the certification material feel clearer and more sticky.""},{""title"":""Study structure and environment"",""description"":""A study calendar, summary sheets, and quieter settings like the café helped you concentrate and see the bigger plan more clearly.""},{""title"":""Careful lifting logs"",""description"":""Writing down sets and weights right away kept the training routine concrete and helped you notice small improvements over time.""}]}"
